Date,CustomerID,ProductType,ServiceType,Quantity,UnitPrice,Region,SalesRep,InstallationRequired,PaymentMethod,TotalRevenue,InstallationDate
2024-10-19,3429,Charge Controller,Product Purchase,9,184371,Enugu,Ada,No,Online Gateway,1659339,
2024-08-13,4652,Charge Controller,Product Purchase,8,325526,Lagos,Michael,No,Cash,2604208,
2024-01-07,7307,Charge Controller,Installation,1,24433,Enugu,Grace,Yes,Cash,24433,2024-01-09
2024-05-06,6140,Inverter 3.5kVA,Repair,7,67984,Port Harcourt,John,No,Cash,475888,
2024-04-01,3878,Inverter 3.5kVA,Installation,9,280043,Abuja,John,No,POS,2520387,
2024-07-08,2535,Solar Panel 300W,Repair,1,432751,Abuja,John,No,POS,432751,
2024-12-24,9727,Inverter 3.5kVA,Product Purchase,1,274356,Enugu,Stella,No,POS,274356,
2024-02-22,7254,Solar Panel 300W,Maintenance,2,337243,Abuja,Ada,No,Transfer,674486,
2024-08-29,1948,Battery 200Ah,Site Inspection,5,332046,Enugu,John,No,POS,1660230,
2024-05-11,4941,Solar Panel 500W,Product Purchase,8,211285,Ibadan,John,Yes,Cash,1690280,2024-05-25
2024-12-29,7603,Solar Panel 300W,Product Purchase,8,238909,Ibadan,Stella,Yes,Cash,1911272,2025-01-09
2024-04-21,9625,Solar Panel 300W,Product Purchase,4,131967,Kano,Tunde,Yes,Transfer,527868,2024-05-03
2024-01-07,2403,Battery 200Ah,Site Inspection,7,184601,Port Harcourt,Stella,No,POS,1292207,
2024-08-17,8819,Charge Controller,Repair,7,188020,Abuja,John,Yes,Online Gateway,1316140,2024-08-27
2024-06-04,4511,Accessories,Maintenance,9,273928,Abuja,Ada,No,Transfer,2465352,
2024-07-15,3935,Charge Controller,Maintenance,9,87283,Ibadan,Stella,Yes,Online Gateway,785547,2024-07-24
2024-11-18,5878,Charge Controller,Maintenance,3,153876,Ibadan,John,Yes,Cash,461628,2024-12-02
2024-12-29,8506,Solar Panel 300W,Repair,8,255427,Ibadan,Grace,Yes,POS,2043416,2025-01-08
2024-08-10,8591,Solar Panel 300W,Installation,5,142182,Lagos,Ada,No,Transfer,710910,
2024-09-06,6060,Inverter 3.5kVA,Installation,5,344329,Port Harcourt,Stella,Yes,POS,1721645,2024-09-07
2024-03-23,4333,Inverter 3.5kVA,Maintenance,8,443392,Port Harcourt,Michael,Yes,POS,3547136,2024-03-24
2024-08-27,2602,Solar Panel 500W,Product Purchase,6,143350,Lagos,Ada,No,Online Gateway,860100,
2024-12-25,9420,Solar Panel 500W,Product Purchase,1,320524,Abuja,Grace,No,Online Gateway,320524,
2024-11-18,3196,Accessories,Site Inspection,4,253692,Enugu,John,Yes,Cash,1014768,2024-11-22
2024-09-19,1110,Inverter 3.5kVA,Installation,9,177335,Enugu,Ada,No,Online Gateway,1596015,
2024-07-07,7023,Solar Panel 300W,Product Purchase,5,110701,Kano,Ada,Yes,Online Gateway,553505,2024-07-13
2024-12-31,5159,Battery 200Ah,Maintenance,4,357146,Kano,John,Yes,Online Gateway,1428584,2025-01-08
2024-10-16,4867,Inverter 3.5kVA,Site Inspection,1,335016,Abuja,Michael,No,Cash,335016,
2024-12-27,8641,Solar Panel 300W,Installation,9,102516,Kano,Ada,Yes,Cash,922644,2025-01-10
2024-02-27,6004,Inverter 3.5kVA,Site Inspection,8,22542,Ibadan,John,No,Online Gateway,180336,
2024-01-09,9204,Charge Controller,Product Purchase,3,180259,Port Harcourt,Ada,Yes,Transfer,540777,2024-01-15
2024-10-30,8077,Inverter 3.5kVA,Maintenance,9,250071,Enugu,Tunde,Yes,Online Gateway,2250639,2024-11-09
2024-04-24,4261,Accessories,Maintenance,1,170582,Ibadan,Michael,No,Transfer,170582,
2024-07-28,1662,Charge Controller,Maintenance,4,51941,Kano,Grace,Yes,Transfer,207764,2024-08-10
2024-02-10,9885,Solar Panel 300W,Product Purchase,5,82271,Kano,Tunde,Yes,Online Gateway,411355,2024-02-12
2024-10-30,4390,Charge Controller,Repair,4,125632,Port Harcourt,Ada,No,POS,502528,
2024-06-21,4018,Inverter 3.5kVA,Maintenance,4,209817,Enugu,Michael,No,POS,839268,
2024-08-21,2902,Charge Controller,Repair,9,278292,Ibadan,John,No,Cash,2504628,
2024-10-07,5171,Accessories,Maintenance,5,186863,Port Harcourt,Tunde,Yes,POS,934315,2024-10-16
2024-03-18,1328,Battery 200Ah,Repair,1,46343,Enugu,Michael,No,POS,46343,
2024-04-17,7295,Charge Controller,Installation,7,266347,Kano,Michael,No,Cash,1864429,
2024-10-07,4846,Accessories,Installation,6,94082,Enugu,Ada,No,Transfer,564492,
2024-02-08,1224,Charge Controller,Maintenance,9,57483,Port Harcourt,Grace,No,Cash,517347,
2024-04-28,3520,Solar Panel 500W,Site Inspection,4,365759,Port Harcourt,Tunde,No,POS,1463036,
2024-11-30,9064,Battery 200Ah,Site Inspection,6,106072,Kano,Grace,Yes,Online Gateway,636432,2024-12-01
2024-12-01,4714,Solar Panel 300W,Product Purchase,7,92437,Port Harcourt,John,Yes,Cash,647059,2024-12-15
2024-01-27,3407,Accessories,Installation,4,144097,Ibadan,Stella,Yes,POS,576388,2024-02-03
2024-04-13,7683,Charge Controller,Installation,9,342684,Kano,Ada,Yes,Cash,3084156,2024-04-25
2024-03-14,1810,Battery 200Ah,Site Inspection,1,85455,Port Harcourt,Grace,Yes,Online Gateway,85455,2024-03-24
2024-07-09,7752,Solar Panel 300W,Maintenance,1,236301,Abuja,Michael,Yes,Online Gateway,236301,2024-07-17
2024-11-19,4117,Battery 200Ah,Product Purchase,3,99711,Ibadan,Tunde,No,Online Gateway,299133,
2024-05-26,5773,Accessories,Installation,9,175404,Ibadan,Stella,Yes,POS,1578636,2024-05-28
2024-09-11,4290,Solar Panel 500W,Product Purchase,5,438225,Ibadan,Grace,No,POS,2191125,
2024-10-10,3251,Accessories,Installation,1,421728,Enugu,Michael,No,Cash,421728,
2024-07-31,5661,Accessories,Repair,5,234884,Lagos,Tunde,No,POS,1174420,
2024-05-02,5606,Solar Panel 300W,Repair,6,349253,Kano,Tunde,No,Online Gateway,2095518,
2024-07-24,7421,Solar Panel 300W,Product Purchase,4,208178,Lagos,Stella,Yes,Online Gateway,832712,2024-07-26
2024-08-27,4052,Charge Controller,Site Inspection,7,217437,Port Harcourt,Michael,Yes,POS,1522059,2024-08-30
2024-12-04,9207,Inverter 3.5kVA,Site Inspection,3,62262,Kano,Stella,Yes,Online Gateway,186786,2024-12-18
2024-10-12,5451,Accessories,Installation,5,267584,Enugu,John,Yes,Online Gateway,1337920,2024-10-14
2024-01-22,5925,Solar Panel 300W,Repair,6,214980,Ibadan,Ada,No,POS,1289880,
2024-09-15,3646,Accessories,Repair,7,167995,Ibadan,Ada,Yes,Online Gateway,1175965,2024-09-28
2024-12-22,3906,Accessories,Product Purchase,2,108441,Enugu,John,No,Online Gateway,216882,
2024-04-14,2746,Solar Panel 300W,Product Purchase,5,265941,Ibadan,Michael,Yes,Online Gateway,1329705,2024-04-24
2024-09-14,5309,Solar Panel 500W,Site Inspection,7,405135,Ibadan,Stella,No,Cash,2835945,
2024-07-22,1448,Solar Panel 500W,Site Inspection,7,369964,Port Harcourt,Ada,Yes,Transfer,2589748,2024-07-23
2024-11-05,4012,Accessories,Site Inspection,3,237369,Abuja,John,Yes,Online Gateway,712107,2024-11-18
2024-09-18,2568,Solar Panel 500W,Maintenance,8,186093,Enugu,Tunde,No,Transfer,1488744,
2024-04-16,4491,Accessories,Repair,1,69284,Kano,Grace,Yes,Online Gateway,69284,2024-04-30
2024-09-07,8310,Charge Controller,Repair,4,436138,Abuja,Grace,Yes,Cash,1744552,2024-09-12
2024-08-08,7883,Solar Panel 300W,Product Purchase,3,248888,Enugu,Ada,Yes,Online Gateway,746664,2024-08-18
2024-08-09,6984,Accessories,Repair,4,437757,Kano,Ada,No,Cash,1751028,
2024-09-14,8088,Solar Panel 500W,Product Purchase,9,411282,Enugu,John,Yes,Transfer,3701538,2024-09-22
2024-07-19,5768,Solar Panel 500W,Maintenance,8,360090,Ibadan,Stella,No,Cash,2880720,
2024-09-14,2064,Battery 200Ah,Site Inspection,4,306749,Enugu,Ada,No,POS,1226996,
2024-12-14,4821,Battery 200Ah,Maintenance,8,411286,Lagos,Stella,Yes,Cash,3290288,2024-12-21
2024-08-12,9759,Solar Panel 500W,Site Inspection,1,209300,Port Harcourt,Grace,Yes,Transfer,209300,2024-08-15
2024-07-20,2436,Charge Controller,Site Inspection,8,69994,Kano,John,No,POS,559952,
2024-08-13,7097,Inverter 3.5kVA,Product Purchase,2,173278,Ibadan,Tunde,Yes,Transfer,346556,2024-08-26
2024-08-23,3483,Accessories,Site Inspection,6,60326,Lagos,Ada,No,Transfer,361956,
2024-07-01,8719,Battery 200Ah,Maintenance,6,184509,Ibadan,Grace,No,POS,1107054,
2024-07-18,5800,Accessories,Installation,3,268244,Port Harcourt,Stella,No,Online Gateway,804732,
2024-12-22,7382,Battery 200Ah,Product Purchase,5,221805,Lagos,Stella,No,Online Gateway,1109025,
2024-09-02,5829,Solar Panel 300W,Site Inspection,2,367689,Enugu,Grace,Yes,Transfer,735378,2024-09-03
2024-12-18,7153,Solar Panel 300W,Site Inspection,8,76961,Kano,Grace,Yes,Transfer,615688,2025-01-01
2024-04-20,3794,Solar Panel 500W,Repair,8,353788,Enugu,Michael,Yes,Transfer,2830304,2024-05-04
2024-01-06,8612,Solar Panel 300W,Product Purchase,5,420370,Kano,Stella,Yes,Transfer,2101850,2024-01-20
2024-08-23,2097,Solar Panel 300W,Product Purchase,7,402561,Enugu,Grace,No,Cash,2817927,
2024-05-06,2638,Inverter 3.5kVA,Maintenance,8,437697,Kano,Grace,Yes,Online Gateway,3501576,2024-05-12
2024-04-13,9455,Charge Controller,Installation,4,112001,Kano,Grace,No,Transfer,448004,
2024-08-24,1160,Solar Panel 500W,Maintenance,2,393054,Lagos,Stella,Yes,Online Gateway,786108,2024-08-29
2024-06-03,6906,Inverter 3.5kVA,Maintenance,5,306251,Port Harcourt,John,Yes,Cash,1531255,2024-06-10
2024-09-13,9502,Solar Panel 500W,Maintenance,7,58224,Lagos,Stella,No,Online Gateway,407568,
2024-08-22,9418,Charge Controller,Installation,4,286869,Kano,Michael,Yes,Transfer,1147476,2024-09-03
2024-10-15,9464,Solar Panel 500W,Maintenance,4,365247,Port Harcourt,Tunde,Yes,Transfer,1460988,2024-10-16
2024-02-09,8081,Accessories,Product Purchase,4,331089,Abuja,Michael,No,Cash,1324356,
2024-10-14,5412,Accessories,Installation,9,318895,Abuja,Grace,No,Online Gateway,2870055,
2024-07-15,4157,Accessories,Site Inspection,9,95551,Enugu,Tunde,No,POS,859959,
2024-09-29,3338,Solar Panel 300W,Repair,8,234539,Lagos,Ada,No,Online Gateway,1876312,
2024-09-20,6588,Charge Controller,Repair,8,106164,Kano,Tunde,No,POS,849312,
2024-02-26,2601,Inverter 3.5kVA,Product Purchase,7,410300,Enugu,Tunde,No,POS,2872100,
2024-10-24,6888,Inverter 3.5kVA,Repair,1,328850,Abuja,Grace,No,Transfer,328850,
2024-04-07,4718,Battery 200Ah,Repair,8,157867,Abuja,Grace,No,POS,1262936,
2024-05-16,6546,Inverter 3.5kVA,Repair,4,107419,Ibadan,Michael,No,Transfer,429676,
2024-03-27,2925,Accessories,Site Inspection,1,18722,Ibadan,John,No,Online Gateway,18722,
2024-08-29,9758,Accessories,Repair,1,42902,Enugu,John,No,Online Gateway,42902,
2024-07-17,3915,Battery 200Ah,Maintenance,3,410252,Enugu,Tunde,Yes,Online Gateway,1230756,2024-07-19
2024-11-05,7898,Solar Panel 300W,Product Purchase,3,280301,Port Harcourt,Michael,Yes,Transfer,840903,2024-11-06
2024-03-24,9443,Inverter 3.5kVA,Product Purchase,1,440523,Port Harcourt,John,No,POS,440523,
2024-08-29,6652,Charge Controller,Product Purchase,8,342466,Kano,John,Yes,Cash,2739728,2024-08-31
2024-10-07,4501,Battery 200Ah,Site Inspection,4,26917,Abuja,Michael,No,Cash,107668,
2024-11-18,8274,Inverter 3.5kVA,Site Inspection,4,320563,Lagos,Tunde,No,Cash,1282252,
2024-09-08,2602,Solar Panel 300W,Repair,6,22555,Lagos,Grace,No,Online Gateway,135330,
2024-07-08,8359,Charge Controller,Maintenance,9,432167,Ibadan,Ada,Yes,Online Gateway,3889503,2024-07-17
2024-05-31,1513,Charge Controller,Repair,9,308526,Port Harcourt,Michael,No,Online Gateway,2776734,
2024-10-28,9633,Solar Panel 300W,Product Purchase,8,380900,Kano,Grace,Yes,Cash,3047200,2024-11-11
2024-10-04,9192,Inverter 3.5kVA,Maintenance,1,30350,Ibadan,Michael,No,Online Gateway,30350,
2024-05-18,7501,Solar Panel 500W,Product Purchase,2,143452,Ibadan,Michael,Yes,POS,286904,2024-05-24
2024-06-24,1902,Inverter 3.5kVA,Maintenance,3,238230,Kano,Tunde,Yes,POS,714690,2024-07-07
2024-01-08,6719,Battery 200Ah,Installation,5,138474,Kano,Tunde,No,Online Gateway,692370,
2024-10-21,9148,Battery 200Ah,Site Inspection,5,66369,Enugu,Grace,Yes,POS,331845,2024-10-26
2024-08-22,3321,Inverter 3.5kVA,Site Inspection,8,270300,Abuja,Michael,Yes,POS,2162400,2024-09-03
2024-06-11,1855,Accessories,Product Purchase,2,230821,Kano,John,No,Cash,461642,
2024-02-18,2017,Battery 200Ah,Product Purchase,2,342907,Kano,Ada,Yes,Online Gateway,685814,2024-03-01
2024-10-28,6279,Solar Panel 500W,Installation,8,71645,Ibadan,Grace,Yes,Transfer,573160,2024-11-03
2024-02-07,8712,Accessories,Repair,1,162460,Ibadan,Stella,Yes,POS,162460,2024-02-15
2024-05-15,5680,Solar Panel 500W,Maintenance,9,326447,Lagos,Michael,Yes,POS,2938023,2024-05-19
2024-11-05,8072,Charge Controller,Installation,2,205684,Enugu,Michael,No,Online Gateway,411368,
2024-08-06,7624,Battery 200Ah,Installation,5,419737,Lagos,Tunde,Yes,Cash,2098685,2024-08-13
2024-12-13,1195,Accessories,Product Purchase,3,116381,Lagos,Tunde,Yes,Cash,349143,2024-12-22
2024-10-22,5694,Inverter 3.5kVA,Product Purchase,5,201657,Kano,Stella,No,POS,1008285,
2024-02-03,5651,Accessories,Repair,8,309091,Abuja,Grace,Yes,Transfer,2472728,2024-02-05
2024-12-17,7991,Charge Controller,Repair,8,107437,Ibadan,Tunde,Yes,Online Gateway,859496,2024-12-25
2024-03-19,3697,Solar Panel 500W,Product Purchase,6,84507,Port Harcourt,Tunde,Yes,Online Gateway,507042,2024-03-24
2024-08-23,2057,Charge Controller,Site Inspection,9,409220,Abuja,Grace,No,POS,3682980,
2024-09-29,6207,Solar Panel 300W,Repair,7,339464,Enugu,John,No,Cash,2376248,
2024-06-09,3792,Battery 200Ah,Installation,2,285146,Port Harcourt,Ada,Yes,Cash,570292,2024-06-15
2024-06-23,1420,Inverter 3.5kVA,Product Purchase,1,379108,Enugu,John,No,Cash,379108,
2024-12-31,3814,Solar Panel 500W,Maintenance,8,381937,Kano,Michael,No,Cash,3055496,
2024-11-03,3840,Charge Controller,Maintenance,1,423691,Enugu,John,Yes,Cash,423691,2024-11-11
2024-08-08,2031,Inverter 3.5kVA,Site Inspection,8,74080,Port Harcourt,Grace,Yes,Online Gateway,592640,2024-08-22
2024-01-09,8639,Battery 200Ah,Product Purchase,9,328923,Enugu,Stella,No,Cash,2960307,
2024-10-15,2491,Inverter 3.5kVA,Installation,1,19708,Enugu,John,Yes,POS,19708,2024-10-24
2024-04-22,5975,Battery 200Ah,Site Inspection,7,348767,Lagos,Tunde,No,Transfer,2441369,
2024-07-23,5947,Battery 200Ah,Installation,5,365881,Enugu,Stella,No,Transfer,1829405,
2024-07-04,1509,Battery 200Ah,Maintenance,8,168912,Ibadan,Stella,No,Cash,1351296,
2024-12-06,2859,Charge Controller,Installation,4,321596,Abuja,Michael,Yes,Online Gateway,1286384,2024-12-14
2024-07-15,6061,Battery 200Ah,Maintenance,2,33309,Lagos,Michael,No,POS,66618,
2024-09-22,2858,Inverter 3.5kVA,Repair,7,151774,Ibadan,Tunde,Yes,POS,1062418,2024-09-28
2024-09-18,6607,Solar Panel 300W,Maintenance,7,236356,Enugu,Ada,Yes,Cash,1654492,2024-09-21
2024-09-04,3065,Inverter 3.5kVA,Maintenance,8,139072,Lagos,Stella,No,Cash,1112576,
2024-04-24,3966,Charge Controller,Site Inspection,9,417534,Abuja,Tunde,Yes,Cash,3757806,2024-04-30
2024-04-30,7773,Battery 200Ah,Site Inspection,6,342907,Kano,Michael,Yes,POS,2057442,2024-05-06
2024-05-20,8892,Solar Panel 300W,Product Purchase,3,366364,Port Harcourt,Michael,No,Online Gateway,1099092,
2024-03-05,5442,Charge Controller,Product Purchase,5,444627,Kano,Ada,No,POS,2223135,
2024-10-02,4204,Solar Panel 500W,Maintenance,3,107098,Enugu,Stella,Yes,Transfer,321294,2024-10-03
2024-11-08,1575,Solar Panel 500W,Repair,9,149800,Enugu,Stella,Yes,Transfer,1348200,2024-11-19
2024-08-26,1198,Solar Panel 500W,Product Purchase,5,221034,Port Harcourt,Tunde,No,Transfer,1105170,
2024-10-28,8423,Solar Panel 300W,Maintenance,7,380676,Port Harcourt,Ada,No,Transfer,2664732,
2024-01-10,2365,Inverter 3.5kVA,Site Inspection,7,209752,Enugu,John,Yes,Transfer,1468264,2024-01-24
2024-08-20,8834,Solar Panel 300W,Product Purchase,7,420174,Abuja,Tunde,Yes,Online Gateway,2941218,2024-08-29
2024-07-13,2998,Solar Panel 300W,Product Purchase,4,265376,Abuja,Stella,No,Cash,1061504,
2024-01-12,6350,Solar Panel 300W,Maintenance,4,297243,Kano,Tunde,No,Online Gateway,1188972,
2024-06-25,7444,Solar Panel 500W,Maintenance,3,85057,Ibadan,Tunde,No,Online Gateway,255171,
2024-06-25,2016,Accessories,Installation,4,439877,Ibadan,Tunde,Yes,POS,1759508,2024-07-03
2024-08-04,4618,Inverter 3.5kVA,Installation,9,99041,Kano,Tunde,Yes,Online Gateway,891369,2024-08-11
2024-01-11,1025,Accessories,Repair,5,431863,Port Harcourt,Stella,Yes,Transfer,2159315,2024-01-17
2024-04-27,4724,Accessories,Product Purchase,6,64494,Abuja,Ada,Yes,Cash,386964,2024-05-02
2024-06-12,4458,Solar Panel 300W,Installation,4,240650,Kano,Ada,Yes,Online Gateway,962600,2024-06-23
2024-02-08,7593,Inverter 3.5kVA,Maintenance,1,37928,Ibadan,Michael,Yes,Online Gateway,37928,2024-02-16
2024-02-22,9662,Accessories,Product Purchase,7,58891,Port Harcourt,Grace,No,Online Gateway,412237,
2024-08-05,8280,Battery 200Ah,Installation,7,330613,Ibadan,Michael,No,POS,2314291,
2024-07-24,9069,Solar Panel 300W,Repair,6,355607,Port Harcourt,John,Yes,Transfer,2133642,2024-07-25
2024-11-07,5746,Solar Panel 300W,Repair,4,45207,Ibadan,Ada,Yes,Cash,180828,2024-11-08
2024-12-25,8589,Solar Panel 300W,Repair,8,194034,Enugu,Tunde,No,Transfer,1552272,
2024-02-25,7978,Battery 200Ah,Repair,8,227472,Lagos,Grace,No,Transfer,1819776,
2024-04-27,4041,Battery 200Ah,Maintenance,1,189453,Port Harcourt,Michael,No,POS,189453,
2024-09-09,8765,Solar Panel 500W,Repair,9,241310,Port Harcourt,Tunde,Yes,Cash,2171790,2024-09-23
2024-10-12,6404,Charge Controller,Site Inspection,8,380280,Port Harcourt,John,Yes,POS,3042240,2024-10-15
2024-09-24,1571,Inverter 3.5kVA,Repair,2,339996,Lagos,Ada,Yes,Online Gateway,679992,2024-09-28
2024-10-17,9796,Charge Controller,Installation,9,373835,Lagos,Stella,No,Transfer,3364515,
2024-11-28,5980,Solar Panel 300W,Product Purchase,4,356107,Ibadan,John,No,Transfer,1424428,
2024-06-28,9573,Accessories,Installation,6,83710,Abuja,Stella,No,Online Gateway,502260,
2024-12-23,2236,Solar Panel 300W,Product Purchase,2,302457,Enugu,Ada,Yes,Transfer,604914,2024-12-27
2024-08-22,3380,Accessories,Maintenance,4,421068,Ibadan,Stella,No,POS,1684272,
2024-12-08,8177,Solar Panel 500W,Product Purchase,2,121358,Port Harcourt,Ada,Yes,Transfer,242716,2024-12-22
2024-07-14,2517,Charge Controller,Site Inspection,9,294554,Port Harcourt,Tunde,Yes,Online Gateway,2650986,2024-07-26
2024-11-03,2533,Solar Panel 300W,Repair,9,70101,Enugu,John,Yes,Cash,630909,2024-11-16
2024-03-20,6887,Charge Controller,Installation,5,298167,Ibadan,Tunde,No,Transfer,1490835,
2024-05-14,8859,Solar Panel 500W,Product Purchase,3,391577,Kano,Ada,Yes,POS,1174731,2024-05-20
2024-01-22,4489,Charge Controller,Installation,3,114407,Abuja,Ada,Yes,Transfer,343221,2024-02-01
2024-11-26,5642,Accessories,Repair,1,230675,Lagos,Tunde,Yes,Online Gateway,230675,2024-11-29
2024-08-12,3150,Inverter 3.5kVA,Maintenance,8,151016,Abuja,Grace,Yes,Online Gateway,1208128,2024-08-13
2024-02-27,6319,Solar Panel 500W,Repair,3,153036,Kano,Tunde,No,Cash,459108,
2024-04-02,4766,Charge Controller,Maintenance,4,23587,Ibadan,Tunde,Yes,Cash,94348,2024-04-09
2024-07-10,5960,Solar Panel 300W,Installation,2,223131,Ibadan,John,Yes,POS,446262,2024-07-18
2024-04-12,7061,Battery 200Ah,Maintenance,8,438223,Port Harcourt,John,Yes,Transfer,3505784,2024-04-16
2024-01-07,6857,Battery 200Ah,Maintenance,3,71655,Enugu,Grace,No,POS,214965,
2024-05-07,5487,Solar Panel 500W,Maintenance,2,235369,Ibadan,Ada,No,Online Gateway,470738,
2024-02-24,8750,Battery 200Ah,Maintenance,1,187076,Kano,Michael,Yes,Cash,187076,2024-02-25
2024-08-18,2077,Inverter 3.5kVA,Maintenance,2,66131,Ibadan,Tunde,No,POS,132262,
2024-12-27,2300,Solar Panel 500W,Product Purchase,2,128043,Ibadan,Stella,Yes,Transfer,256086,2024-12-28
2024-03-02,7649,Solar Panel 300W,Maintenance,4,308172,Kano,Stella,No,Online Gateway,1232688,
2024-08-27,8181,Solar Panel 300W,Maintenance,1,377312,Lagos,Grace,No,Transfer,377312,
2024-03-30,9138,Solar Panel 500W,Repair,1,401831,Abuja,Stella,No,Cash,401831,
2024-08-19,3529,Battery 200Ah,Repair,6,418682,Ibadan,Grace,Yes,Cash,2512092,2024-08-28
2024-08-20,4260,Battery 200Ah,Repair,5,166900,Abuja,Tunde,No,Cash,834500,
2024-12-19,1363,Solar Panel 300W,Maintenance,1,215041,Abuja,Michael,No,Cash,215041,
2024-11-28,1845,Inverter 3.5kVA,Repair,6,175469,Port Harcourt,Grace,Yes,Cash,1052814,2024-11-30
2024-10-18,4032,Accessories,Product Purchase,8,403531,Lagos,Michael,Yes,Online Gateway,3228248,2024-10-20
2024-12-10,2327,Battery 200Ah,Installation,5,253371,Abuja,Grace,No,Transfer,1266855,
2024-05-31,9583,Inverter 3.5kVA,Repair,3,230061,Port Harcourt,Grace,No,Transfer,690183,
2024-05-24,4255,Battery 200Ah,Repair,3,420888,Kano,John,No,Transfer,1262664,
2024-05-09,6136,Accessories,Product Purchase,2,85676,Kano,Michael,No,POS,171352,
2024-05-20,8108,Solar Panel 500W,Site Inspection,9,291143,Kano,Stella,No,POS,2620287,
2024-04-02,4237,Charge Controller,Site Inspection,9,138370,Enugu,Stella,Yes,Cash,1245330,2024-04-11
2024-04-23,6668,Solar Panel 300W,Product Purchase,7,94314,Enugu,Tunde,No,Online Gateway,660198,
2024-10-10,7312,Solar Panel 500W,Repair,1,163935,Kano,John,Yes,Online Gateway,163935,2024-10-18
2024-05-22,9956,Battery 200Ah,Installation,1,30108,Kano,Grace,No,Transfer,30108,
2024-08-10,6465,Accessories,Repair,4,161422,Port Harcourt,Ada,No,Cash,645688,
2024-08-19,1498,Solar Panel 300W,Product Purchase,2,435727,Lagos,Grace,No,Online Gateway,871454,
2024-02-02,7062,Charge Controller,Product Purchase,3,248692,Lagos,John,Yes,Transfer,746076,2024-02-10
2024-10-02,3944,Charge Controller,Maintenance,2,272617,Port Harcourt,Ada,Yes,Transfer,545234,2024-10-04
2024-06-18,8952,Accessories,Product Purchase,1,57972,Port Harcourt,Grace,No,Transfer,57972,
2024-05-19,6856,Accessories,Maintenance,3,52454,Enugu,John,No,Transfer,157362,
2024-12-22,8838,Battery 200Ah,Product Purchase,7,249284,Ibadan,Michael,Yes,Transfer,1744988,2024-12-24
2024-07-19,7077,Solar Panel 300W,Maintenance,9,345910,Abuja,John,Yes,Online Gateway,3113190,2024-07-28
2024-01-23,1135,Battery 200Ah,Maintenance,9,432934,Enugu,Tunde,Yes,Transfer,3896406,2024-02-02
2024-08-11,5033,Charge Controller,Repair,8,442833,Enugu,Ada,No,Online Gateway,3542664,
2024-09-26,7700,Solar Panel 500W,Maintenance,6,412236,Kano,Michael,Yes,Online Gateway,2473416,2024-10-08
2024-12-12,5113,Solar Panel 500W,Site Inspection,1,56004,Enugu,Michael,No,Transfer,56004,
